term,HR,lower,upper,p
age_std,1.066531432418748,0.8823004634697044,1.2892312125326733,0.505585727985879
gendermale,1.1153409850224512,0.7689706419675868,1.6177282265130835,0.5650567435003142
stage_groupII,2.613550164932589,1.6517529178988435,4.135391189929465,4.070496621336778e-5
stage_groupIII,3.3774907778122234,2.0960776790586593,5.442281108269642,5.719907703308479e-7
stage_groupIV,3.3544447108723894,1.6552120789681717,6.798101259213998,7.844016087778861e-4
